,Zip,Lat,Lng,Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Month-to-month,Contract_One year,Contract_Two_Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
1691,70747,30.8746,-91.68121,163,4,60,35949.37,False,5.80921457,13,0,0,False,False,True,True,False,False,True,True,True,False,False,True,20.51922799,139.983006,2446.475453,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
1692,64037,39.05744,-93.73281,5943,4,38,73242.41,True,11.41757633,12,0,0,False,True,False,True,False,False,True,False,True,True,False,False,9.320973584,139.9678,1262.985557,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
1693,15436,39.81782,-79.72481,2835,4,50,12802.32,False,7.819201487,10,1,0,False,False,False,True,True,True,False,True,False,False,False,False,7.387393996,140.00128,1365.994148,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False
1694,59648,47.08189,-112.1179,506,8,85,20555.47,False,8.088434368,9,0,0,False,False,False,True,True,False,False,False,False,False,False,True,8.758613325,144.960655,916.7201648,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1695,53576,42.62422,-89.23484,2275,0,18,60956.22,False,11.05788928,15,0,1,True,True,True,True,False,True,False,False,False,False,True,False,6.289468375,149.959755,933.01364,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1696,99786,67.17316,-155.95418,299,0,37,27149.34,True,10.11721314,8,0,0,False,True,False,True,True,False,False,True,True,True,False,True,2.613920398,194.976769,609.6168115,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1697,37818,36.18915,-82.96872,5651,1,37,19533.5,True,11.64173568,11,0,0,False,True,False,True,True,True,False,True,False,True,False,False,11.29271486,164.985293,1882.951404,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
1698,32506,30.39181,-87.36807,36923,4,74,102080.72,False,10.14600151,10,1,0,True,False,False,True,True,True,False,True,True,False,False,True,11.57257501,152.510442,1638.383088,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False
1699,12922,44.28809,-74.71781,39,8,76,30434.99,False,11.30992672,8,0,1,False,False,False,True,False,True,False,True,False,False,False,True,15.02077659,127.495766,1630.020341,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
1700,93630,36.7212,-120.12961,20195,1,62,10852.14,False,6.236748796,11,3,0,False,True,False,True,True,False,False,True,False,False,True,True,14.28406007,172.470522,1887.699697,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
1701,49788,46.26399,-84.46747,6017,3,42,52352.24,True,7.219910689,8,1,0,False,True,False,True,True,True,False,False,True,False,True,True,4.759938908,194.974431,897.6280912,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1702,56354,46.06292,-95.2647,1387,3,81,57874.62,False,8.759756787,14,1,0,False,False,True,True,False,False,False,True,False,False,False,True,2.758173633,124.97808,297.4433143,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1703,99147,47.8395,-118.44258,128,3,80,54587.66,True,14.60495207,12,2,0,False,False,False,True,True,False,True,False,False,True,True,True,7.441432103,242.610632,1683.078344,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
1704,59087,47.13238,-108.2116,371,0,50,14053.15,True,14.17602329,14,0,0,True,True,False,True,True,True,True,True,True,True,False,True,10.06145053,199.990219,1806.970628,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
1705,13361,42.90373,-74.86827,813,2,21,51419.56,True,8.11725589,9,0,0,False,False,True,True,False,False,True,True,True,True,False,False,16.37219797,184.967019,1873.00718,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1706,68055,42.05894,-96.47217,314,0,41,20917.65,False,12.39190153,13,1,1,True,True,True,True,False,False,False,False,False,False,True,True,2.160066882,147.442069,444.0474919,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
1707,79781,30.59596,-101.77778,266,4,71,48597.98,True,10.84404672,11,1,1,True,True,False,True,True,True,False,False,True,True,True,False,1.871917709,255.141716,859.0587897,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1708,79546,32.89242,-100.49804,1700,3,45,34497.95,True,7.583070893,8,1,0,False,False,False,True,True,False,False,False,False,False,True,True,16.75283806,159.947583,2122.146303,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1709,62246,38.8888,-89.42627,9916,2,46,19080.13,True,11.02448303,12,0,0,False,False,True,True,False,False,True,False,False,True,True,False,20.16532013,210.105118,2734.384392,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
1710,41007,38.89179,-84.30447,4292,0,58,21210.4,False,8.510124671,11,0,0,False,False,True,True,True,True,False,False,True,True,False,True,7.753271168,164.971516,1412.478266,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
1711,61924,39.79136,-87.65447,2258,0,87,22484.19,False,14.5077828,13,1,0,False,True,False,True,True,True,False,False,True,False,False,True,3.663316236,127.511223,408.200312,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True
1712,72068,35.19029,-91.71078,411,1,18,38028.33,True,7.823397558,12,1,1,False,False,False,True,False,True,False,False,True,True,False,True,11.4488726,152.466002,1344.718981,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1713,63120,38.69056,-90.26212,8691,0,50,29940.45,True,7.065505359,10,1,0,False,True,True,True,True,False,False,False,False,True,False,True,8.315973557,169.944668,991.7932314,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1714,29651,34.94719,-82.22597,47493,6,31,104519.8,True,6.836041233,15,0,1,False,False,False,True,False,False,False,True,True,False,True,False,1.515290738,139.99789,698.1794441,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
1715,61539,40.55517,-89.76702,206,3,27,84597.17,False,8.407938599,14,3,2,True,False,False,True,False,False,True,True,False,False,True,True,9.324505434,182.460772,1266.19109,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False
1716,41264,37.94165,-82.67389,471,1,44,29579.69,True,4.708283677,11,1,0,False,True,False,True,True,False,True,False,False,False,True,True,10.16298067,202.443347,1204.39272,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
1717,73716,36.49979,-98.51721,497,3,45,69222.79,True,15.42891992,17,0,1,False,False,False,True,True,False,False,False,True,True,True,False,6.215774391,232.62403,1607.735971,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
1718,78712,30.28502,-97.73477,860,1,33,76046.62,False,9.004832636,6,1,0,True,True,True,True,True,False,True,False,False,False,False,False,2.667736094,134.980139,548.9193645,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1719,45146,39.31512,-83.79828,1458,0,36,29759.61,False,6.802850752,11,0,1,False,True,False,True,False,True,True,True,False,True,False,False,10.68004106,154.975543,1827.283455,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
1720,50067,40.71575,-93.85989,247,3,47,73746.35,False,15.0321318,12,0,0,False,False,False,True,False,False,True,True,False,False,True,False,8.133269102,182.460772,1103.011016,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
1721,26376,38.77625,-80.45667,543,0,56,54109.79,False,7.276553998,10,1,0,False,False,False,False,True,False,True,True,False,True,False,True,1.789830613,204.963371,616.51937,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1722,52327,41.47637,-91.58101,3039,2,81,34414.89,True,10.5336786,15,1,1,False,True,True,True,True,False,False,True,False,True,True,True,2.699998442,220.161527,838.173682,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1723,3101,42.98888,-71.46589,2701,4,26,5920.06,True,12.56737024,13,0,0,False,False,True,True,True,True,False,False,True,True,True,True,2.661310881,222.665436,1024.224748,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1724,17219,40.231,-77.68618,384,3,33,46973.08,False,10.99110627,14,1,0,True,True,False,True,False,True,True,True,False,True,False,True,23.10105854,154.975543,2947.224753,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False
1726,16849,40.96044,-78.11433,319,2,61,5875.01,True,11.36888104,12,1,1,False,False,True,False,False,True,True,False,False,True,False,True,6.856207666,142.452604,1408.424309,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
1727,54017,45.1189,-92.52065,17585,1,80,84805.71,False,14.21094097,11,1,1,False,True,True,True,False,False,False,True,False,True,False,False,13.72354614,149.962093,1333.444788,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1728,2462,42.32988,-71.25607,1420,1,75,14289.15,False,10.14631572,9,1,0,False,True,False,True,True,True,True,False,False,True,False,True,24.3036064,194.958118,2419.797484,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1729,16650,40.11793,-78.28903,1897,0,78,2488.36,True,7.446156322,15,2,0,False,False,True,True,False,True,False,True,True,False,True,True,6.027648047,154.991856,1135.519834,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1730,55959,44.11011,-91.78444,2473,1,75,10494.28,True,10.7481104,14,1,1,False,False,True,True,False,False,True,False,True,False,True,False,9.490754438,149.970715,980.0465426,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1731,66085,38.79951,-94.6496,7825,0,58,15537.16,True,11.6424418,5,1,0,False,False,False,True,True,True,True,False,False,True,True,False,9.727109482,245.128318,1925.341061,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
1732,27882,35.94071,-78.11629,7637,0,46,40743.83,False,12.81300692,12,0,0,False,False,False,True,True,False,False,False,True,True,False,False,19.93726012,182.45383,1914.400241,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
1733,1760,42.28434,-71.34983,35763,4,28,63963.83,False,6.784802038,12,0,0,False,False,False,True,True,False,False,False,False,False,False,False,1.662826246,144.960655,481.3363042,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1734,98847,47.4405,-120.6467,2267,0,43,78249.99,True,6.462473731,7,2,0,False,False,True,True,True,False,False,True,False,True,True,True,8.406444381,220.161527,1321.712528,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
1735,55780,46.68308,-92.69275,214,1,66,43551.35,False,9.082948983,10,1,0,False,False,False,True,True,False,False,True,False,False,True,False,2.405574983,172.470522,901.2877149,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
1736,8323,39.39557,-75.36605,613,1,84,48376.42,True,8.55142407,10,1,0,True,False,True,True,True,False,True,False,True,True,True,False,14.10031907,255.119794,2158.332479,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
1737,63532,39.76086,-92.57343,1397,1,69,57730.91,False,8.943037777,10,1,0,False,False,True,True,False,False,False,False,False,False,False,True,4.186523762,92.455141,720.6019295,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
1738,67056,38.022,-97.52539,3098,3,20,30861.42,True,6.3246769,14,0,1,False,True,False,True,False,True,False,False,False,True,False,False,14.93006551,107.48056,1727.703167,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1739,63463,39.84514,-91.76016,719,2,35,51510.02,True,12.55061484,8,0,2,False,True,True,True,False,True,False,True,True,True,True,True,17.34018575,235.159141,2196.151925,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
1740,37338,35.42077,-85.21405,3547,1,88,7833.53,True,11.14280011,17,2,0,False,False,False,True,True,False,False,True,False,True,True,True,7.858862202,252.637807,1207.144714,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1741,58233,48.22614,-97.52573,228,0,71,29709.19,True,10.58657312,16,1,0,False,False,False,True,False,True,True,False,False,False,True,True,8.482460246,152.455519,1364.133317,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
1742,33907,26.56432,-81.87137,24198,4,86,37041.5,True,7.1113897,17,1,0,False,True,True,True,False,False,True,True,False,False,True,True,7.644184483,162.460772,1461.63461,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
1743,16059,40.70403,-79.92844,8100,4,24,11638.79,False,10.41978703,13,0,0,True,True,False,True,False,False,False,False,False,False,False,False,13.82541752,92.455141,1750.284767,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False
1744,21916,39.64124,-75.8617,41,3,76,8523.51,False,11.72281518,13,1,0,False,True,False,True,False,False,False,True,False,False,True,False,7.772523197,159.965008,884.3816817,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False
1745,52627,40.66823,-91.34873,12562,5,33,108059.11,False,11.31837362,18,0,1,False,False,False,True,True,False,True,True,False,True,False,False,24.77634001,204.963371,2729.316361,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False
1747,48178,42.44467,-83.66348,34308,1,76,73422.83,True,10.25266403,9,1,0,False,False,False,True,True,True,False,True,True,False,True,True,6.403155881,175.02109,862.0866469,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
1748,67482,39.02683,-97.25974,117,0,24,66702.94,True,12.9605554,12,1,0,True,True,False,True,True,False,True,True,False,True,True,False,15.08846657,242.657291,2072.561109,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
1749,62473,39.02035,-88.56542,1443,1,77,37670.96,True,7.789802026,10,1,0,False,False,True,True,False,True,False,False,True,True,True,False,8.785452901,202.636202,1608.002659,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
1750,69219,42.70607,-101.10081,170,1,62,79432.6,True,9.985414526,13,1,0,True,True,False,False,False,False,False,False,True,True,True,False,6.820250541,187.642236,1054.514104,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
1751,43821,40.13673,-82.00666,4389,0,21,21786.91,True,9.777239043,8,1,0,False,False,True,False,True,True,True,True,True,True,True,True,3.319853958,290.160419,1150.574869,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True
1752,44659,40.69502,-81.70286,136,2,39,52189.94,False,12.84477246,13,3,0,True,True,False,True,False,True,True,True,False,False,True,True,13.84769517,164.978458,2137.666732,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
1753,68531,40.90141,-96.72324,222,4,23,44610.48,False,8.965640601,14,0,1,True,True,True,True,False,False,True,True,True,False,True,False,16.15614223,194.969934,1956.469091,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1754,54474,44.87483,-89.62093,3929,3,87,53591.84,True,7.587447184,9,1,1,False,True,False,True,True,False,True,False,False,True,True,False,7.860641328,242.610632,1647.423104,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1755,40060,37.53801,-85.44181,1060,0,27,43976.9,False,12.57357797,19,1,0,False,False,False,True,False,False,False,False,True,False,False,False,6.805071944,124.964303,715.1931007,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
1756,87034,34.78178,-107.56142,2034,0,60,19990.22,True,4.843884364,14,2,1,False,True,False,True,False,False,True,True,True,True,True,False,7.712199324,222.660939,1235.453213,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1757,97071,45.13592,-122.82659,29460,3,80,39181.25,True,10.38437058,16,0,1,False,True,False,True,True,False,False,False,False,True,False,True,5.402712746,137.468388,700.0279564,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False
1758,25810,37.60236,-81.34453,208,1,56,25777.88,True,14.67675595,13,2,0,False,True,False,True,False,False,False,True,True,True,True,True,2.066037377,232.641455,769.7818684,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
1759,6473,41.38069,-72.85601,24278,2,20,59418.66,True,9.8699522,8,0,0,False,True,True,True,False,True,False,True,True,False,True,False,3.752354376,154.991856,1283.103476,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
1760,14559,43.18805,-77.81798,18937,1,39,38306.27,True,16.75470959,10,0,0,False,True,False,True,True,False,True,True,False,False,True,True,11.32652677,194.966286,1897.050575,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False
1761,45322,39.89786,-84.32866,21282,3,30,34393.76,False,8.763640466,8,2,0,False,False,False,False,False,True,True,False,False,True,True,True,17.96501147,232.622804,2299.047664,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1762,76209,33.23157,-97.10988,24838,3,47,37526.82,True,12.1859369,14,1,0,False,False,False,True,True,True,True,True,True,True,True,True,1.051188042,257.684139,1018.848617,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1763,38901,33.7616,-89.80424,18722,6,35,3050.98,False,8.242312444,10,2,0,False,False,False,True,False,True,True,False,False,True,False,True,13.63916478,162.452604,1712.040252,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1764,24325,36.80531,-80.59683,907,2,66,6284.19,False,9.217002771,13,0,0,False,False,True,True,False,False,False,False,False,False,False,True,16.64092048,92.455141,1777.880577,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
1765,21783,39.65159,-77.55503,9022,2,76,53247.58,True,9.75859429,12,0,1,False,False,False,True,True,True,True,False,False,False,True,False,1.042724425,184.961033,871.6644442,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1766,12184,42.4205,-73.65421,6871,2,70,25019.9,True,11.34236064,12,0,0,False,True,False,True,True,True,False,False,False,True,False,True,17.1001258,172.462354,1782.747566,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1767,19440,40.28646,-75.2895,19100,0,44,16301.48,False,9.415068375,12,1,1,False,False,True,True,False,False,False,False,False,False,False,True,2.779431223,112.455141,242.9947554,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
1768,76870,31.63824,-98.52981,230,3,73,12134.83,False,10.65731963,10,0,1,False,False,False,True,False,True,True,True,False,False,False,True,15.12166154,149.99153,1505.903299,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
1769,61370,41.20504,-89.03162,1393,0,72,32396.94,False,7.011648779,13,1,0,False,False,True,True,False,True,False,False,True,False,True,True,2.661325529,162.468917,380.7222437,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
1771,28643,36.52963,-81.53446,3521,0,58,18406.73,True,9.299310376,10,2,0,False,True,False,True,False,False,True,False,False,True,False,True,7.217041327,127.458638,850.5053759,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
1772,81220,38.30911,-107.48984,134,1,68,7655.2,True,12.84944852,6,1,0,False,False,False,True,True,False,False,False,False,True,True,True,2.693860703,240.114868,764.3624669,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
1773,93461,35.64703,-120.27329,1451,8,19,32102.68,False,5.430446293,6,1,0,False,False,False,True,True,False,False,True,True,True,False,True,6.441555523,162.500489,1228.537824,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1774,36608,30.68171,-88.29444,35591,1,79,49545.55,False,11.15775194,7,0,1,False,False,True,True,False,False,True,True,True,True,False,True,10.2452503,184.967019,1197.086571,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1776,78566,26.14669,-97.40331,18249,3,19,27690.11,True,9.910027332,13,1,0,False,True,False,True,True,False,False,False,True,True,True,False,21.61213506,232.62403,2954.525101,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
1777,39737,33.67003,-89.32741,167,2,46,27219.87,False,13.29565706,17,0,0,False,False,False,True,False,False,True,False,True,False,True,True,4.576705489,149.970715,703.2651223,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1778,5673,44.19361,-72.84185,2525,0,63,21739.61,True,14.05990229,11,1,0,False,False,False,True,True,False,True,True,False,True,True,False,8.661116617,255.133571,1745.431051,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False
1779,98311,47.63019,-122.63698,27856,0,85,32951.46,True,17.60288873,9,0,1,True,True,True,False,False,True,False,True,False,True,True,False,23.68987753,202.649979,2900.101871,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
1780,32683,29.29396,-82.78074,140,1,64,19832.1,True,15.36169948,6,1,0,False,True,False,False,True,False,True,True,True,True,True,True,10.73057042,287.642733,1572.393016,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
1781,55328,45.03575,-93.81317,9400,1,21,8979.6,False,10.89022868,9,1,0,True,True,False,True,True,False,False,False,False,False,False,True,9.46447702,144.960655,968.8971697,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1782,55405,44.97024,-93.3048,16169,7,18,47618.81,False,12.65695134,7,1,0,False,False,True,True,False,True,True,False,True,False,False,True,4.106981469,129.977753,1239.519501,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
1783,76227,33.27392,-96.99052,32000,4,83,40031.03,False,14.74975124,10,2,0,False,False,True,True,False,True,False,False,False,False,True,True,2.851017432,117.483475,479.0156739,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False
1786,23897,36.83172,-77.28377,403,1,24,22354.1,True,9.386659049,13,0,1,False,True,False,True,True,False,False,True,True,True,True,True,7.351090778,232.670689,1332.641107,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1787,38821,33.97596,-88.43758,13133,1,88,12146.64,False,8.244134358,13,0,1,False,False,False,False,False,False,False,False,True,False,False,True,5.867164261,124.964303,386.8447822,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False
1788,43720,39.79451,-81.87297,1331,1,40,3730.38,True,10.73059843,18,1,0,False,True,False,False,True,True,False,True,True,True,True,True,2.095488213,247.664655,1338.247732,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1789,30184,34.25786,-84.72396,6612,0,26,56143.59,True,7.415363166,14,0,0,False,True,False,True,False,False,False,False,True,False,True,True,3.312263064,159.951231,509.6727126,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False
1790,57042,43.97971,-97.15072,9338,1,70,22812.0,True,8.735591454,14,2,1,False,False,True,False,True,False,False,False,False,True,True,True,6.766267697,207.638588,1044.435554,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
1792,79347,34.17746,-102.78205,7233,0,75,18189.38,True,10.0345016,14,0,2,False,True,False,True,True,False,True,True,True,False,True,True,1.796607335,207.475448,971.697137,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
1793,92823,33.92942,-117.80683,4721,0,67,61039.69,True,8.247672688,15,1,1,False,False,False,True,False,False,True,False,False,True,True,True,1.921647847,230.105118,695.6222319,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1794,47992,40.32231,-87.05291,1640,2,29,60671.21,False,13.82901227,12,0,1,False,False,False,True,False,True,True,True,True,False,True,True,8.248755691,177.48762,1716.011284,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
1795,32757,28.77345,-81.63818,26679,4,26,21393.98,False,13.62442766,13,1,0,False,False,False,True,False,True,True,False,True,True,False,False,21.77701838,154.961766,2811.648182,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
1796,2357,42.05772,-71.08075,1126,3,38,31369.76,True,12.48448983,9,0,1,False,False,False,True,False,False,True,True,True,True,True,False,14.42671843,235.137219,2363.604752,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True
1797,27701,35.99888,-78.89863,22849,8,20,37741.16,False,9.961483356,10,1,0,False,False,False,True,False,False,False,False,False,False,False,False,16.11472911,92.455141,2156.405261,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
1798,55329,45.3092,-94.57192,1924,2,60,27353.22,False,12.65398405,9,0,0,False,False,False,True,True,False,False,False,True,True,False,True,22.89696344,162.45383,2586.074672,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
1799,23063,37.71652,-78.00165,4621,1,65,20872.03,True,6.672058888,14,2,0,False,True,True,True,False,False,False,False,False,True,True,True,9.273178876,207.609354,1241.342647,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1800,96071,40.66364,-121.45879,49,1,36,87308.01,False,9.246170832,7,1,0,False,True,False,True,True,True,True,True,False,False,False,True,8.154668093,182.497044,1062.905651,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True
1801,49670,45.16041,-85.65146,2109,3,79,37198.61,True,8.294166484,12,0,0,True,False,False,True,True,False,True,False,False,True,True,True,7.775144828,242.610632,1713.700682,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
1802,5766,43.99231,-72.98753,533,1,68,28837.52,False,12.17182137,13,1,0,False,True,True,True,False,True,False,False,True,False,False,False,2.932159225,107.481989,700.6270933,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1803,17841,40.72492,-77.35292,4827,3,29,48675.51,True,4.586984142,14,0,0,False,False,False,True,True,True,False,False,False,False,True,True,10.25226518,149.988989,1303.670531,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True
1804,39206,32.3724,-90.17247,24653,4,87,53420.34,False,8.120857113,9,0,1,False,False,False,True,True,True,False,False,False,False,False,True,11.89492044,147.478341,1119.209685,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1805,32564,30.72607,-86.78242,2931,1,34,26175.68,True,11.19592754,12,0,0,False,False,True,True,False,False,False,True,True,False,True,False,8.210220142,152.47417,1496.482536,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
