,Tenure,MonthlyCharge,Churn,OnlineSecurity,OnlineBackup,StreamingTV,StreamingMovies,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Bandwidth_GB_Year
1501,5.15825129,139.965008,False,False,False,False,True,False,True,False,False,1313.492851
1502,14.80365,164.9647,True,True,True,False,True,False,True,False,False,2031.533699
1503,4.568682641,220.161527,True,False,False,True,True,False,False,False,True,1244.296865
1504,14.41890198,92.455141,False,False,False,False,False,False,True,False,False,1971.551928
1505,71.94498,197.484,False,True,True,False,True,True,True,False,False,6879.458804
1506,56.86301,172.4404,False,False,True,True,False,False,True,False,False,5669.10693
1507,6.360959,172.4624,True,True,False,True,False,False,False,True,False,1050.342085
1508,61.18403,187.4847,False,True,True,True,False,False,False,True,False,5502.689262
1509,55.74968,152.466,False,True,False,True,False,False,False,True,False,4912.337528
1510,2.153167182,275.119794,True,False,True,True,True,False,False,True,False,775.7502457
1511,18.8098,275.1336,False,False,True,True,True,True,False,True,False,2596.374524
1512,52.71096,159.9476,False,False,False,False,True,False,True,False,False,5042.24777
1513,70.17477,137.4392,False,False,False,True,False,True,False,True,False,5874.0733
1514,9.045537332,144.960655,False,False,False,False,False,True,False,True,False,1014.854462
1515,60.15262,112.4551,False,False,False,False,False,False,False,True,False,5092.44112
1516,50.62544,115.0021,False,True,False,False,False,False,False,False,True,4203.629126
1517,11.47456181,139.979239,False,True,True,False,True,False,False,False,True,1210.196851
1518,16.04075,134.9509,False,False,True,False,False,False,False,True,False,1321.951163
1519,11.32725,139.9792,False,True,True,False,True,True,False,False,True,1537.25042
1520,67.86978,154.9618,False,True,True,True,False,False,True,False,False,6364.89034
1521,20.40555252,242.657291,False,False,True,True,True,True,False,False,True,2422.117328
1522,6.275924,117.4392,False,False,False,True,False,True,True,False,False,1196.239363
1523,56.00686,217.4725,False,False,True,True,False,False,False,True,False,5099.333841
1524,63.71082,117.4686,False,True,True,False,False,False,True,False,False,5832.660558
1525,63.88775,230.1344,False,False,True,True,True,False,False,False,True,5930.862567
1526,12.70321,194.9581,False,True,True,True,False,True,False,True,False,1593.998248
1527,67.063,152.4624,False,True,False,True,False,False,True,False,False,6211.528262
1528,64.31881,207.4673,False,True,True,True,False,False,False,True,False,5834.02568
1529,2.072617,184.967,False,False,True,True,False,True,False,True,False,827.0229817
1530,3.310281145,167.456419,True,False,True,False,False,False,False,True,False,556.2193844
1531,63.86048,192.4567,False,False,False,False,True,False,False,True,False,5460.847751
1532,11.67460124,139.987503,False,True,False,False,False,True,True,False,False,1638.77523
1533,65.64436,105.011,False,False,False,False,False,False,False,False,True,5455.249378
1534,65.04247,187.6422,False,False,False,True,True,False,False,False,True,5709.211479
1535,6.979009919,227.475448,False,False,True,False,True,True,False,True,False,1258.30276
1536,7.368353,162.447,True,False,True,False,True,False,True,False,False,1379.566758
1537,2.72317525,192.48852,False,False,True,False,False,False,False,True,False,586.1493754
1538,63.77494,124.9643,False,False,False,False,False,False,False,True,False,5284.821838
1539,62.30892,149.9483,False,False,False,True,False,False,False,True,False,5409.075897
1540,8.654535873,194.976769,True,False,False,True,False,False,False,True,False,1120.116258
1541,21.56869,147.4738,False,False,True,False,False,False,False,True,False,2001.025597
1542,14.86711,137.4392,False,False,False,True,False,True,False,True,False,1415.406657
1543,42.47836,265.1283,True,True,True,True,True,False,False,True,False,4224.921196
1544,8.798394712,242.632554,True,True,False,True,True,True,False,True,False,1412.736809
1545,2.142469,174.9882,True,True,False,False,True,False,True,False,False,1058.572083
1546,54.11264,270.1604,True,True,True,True,True,False,True,False,False,5655.619699
1547,61.23692,182.4608,False,False,True,False,True,True,False,True,False,5396.238934
1548,9.121337,112.4551,False,False,False,False,False,False,False,True,False,770.7911152
1549,11.16749,127.4601,False,False,True,False,False,False,True,False,False,1651.037252
1550,15.37432,129.9598,False,True,False,False,True,True,True,False,False,2007.890075
1551,19.37622206,139.934918,False,False,True,True,False,True,True,False,False,2418.099487
1552,11.62258922,232.652038,True,True,True,True,True,False,False,False,True,1998.680227
1553,71.21314,207.6094,False,False,False,True,True,True,False,True,False,6386.697896
1554,2.026825,172.4742,True,False,False,False,True,False,False,True,False,364.1796625
1555,6.184122,94.97283,False,True,False,False,False,True,True,False,False,1189.368234
1556,13.23966,127.4601,False,False,True,False,False,False,True,False,False,1735.029687
1557,5.933094,172.4624,False,True,False,True,False,False,False,True,False,786.1863432
1558,21.72968,127.5112,False,True,False,False,False,False,False,False,True,2087.790899
1559,61.38844,265.1283,False,True,True,True,True,False,False,True,False,5803.879938
1560,61.51103,127.4421,False,False,False,False,True,True,True,False,False,5962.353614
1561,6.907426,134.9509,False,False,True,False,False,False,False,True,False,765.5762196
1562,66.98322,172.5104,False,True,False,False,False,False,False,True,False,5922.812261
1563,5.998405,182.447,False,False,True,False,True,False,False,True,False,682.7780764
1564,69.31577,127.4958,False,True,False,False,False,True,False,True,False,5979.37126
1565,8.979360083,200.132293,False,False,False,True,True,False,True,False,False,1784.759356
1566,10.07156,204.9634,False,False,True,True,False,True,False,True,False,1401.299612
1567,4.245035615,164.985293,True,True,False,True,False,False,True,False,False,1083.381195
1568,43.01015,167.4564,False,False,True,False,False,False,False,True,False,3643.379954
1569,70.71967,172.4404,False,False,True,True,False,False,True,False,False,6512.990012
1570,67.53691,134.9509,False,False,True,False,False,False,False,True,False,5711.519767
1571,11.40421,159.9794,False,False,True,False,False,True,True,False,False,1603.711289
1572,71.57982,117.4835,False,True,False,False,True,False,False,False,True,6044.380838
1573,62.20783,140.0013,False,True,False,False,False,False,True,False,False,5841.787149
1574,71.26977,132.466,False,True,False,True,False,False,True,False,False,6613.783896
1575,58.13967,152.4579,False,False,True,True,False,False,True,False,False,5624.550489
1576,8.157412,149.9915,False,True,True,False,False,False,False,True,False,909.7634001
1577,58.67524,194.9525,False,False,True,False,True,True,True,False,False,5616.467158
1578,2.582668,164.9715,True,True,False,True,False,False,True,False,False,866.3476333
1579,52.0997,159.9656,False,False,True,False,False,False,True,False,False,4878.10553
1580,7.565171,149.9741,True,True,True,False,False,False,True,False,False,1541.0921
1581,3.312263064,159.951231,True,False,False,False,True,False,False,True,False,509.6727126
1582,64.37488,177.6508,False,True,False,True,True,True,False,False,True,5916.705233
1583,3.465896,232.624,True,False,False,True,True,False,True,False,False,1206.219227
1584,2.09057,184.9634,True,False,True,True,False,False,True,False,False,1028.550477
1585,2.389328443,182.490006,True,False,True,False,True,False,False,False,True,762.3743815
1586,52.98075,204.9634,False,False,True,True,False,True,False,True,False,4866.729815
1587,58.76836,127.4783,False,True,False,False,False,True,True,False,False,5563.341225
1588,5.43464555,270.160419,True,True,True,True,True,False,True,False,False,1648.102673
1589,14.95975,195.0062,False,True,True,False,False,False,False,True,False,1646.32071
1590,43.77028,275.1336,False,False,True,True,True,True,False,True,False,4315.04425
1591,13.83290937,114.965789,False,False,False,False,True,False,False,False,True,1376.095043
1592,13.45113,114.9509,False,False,True,False,False,False,True,False,False,1613.057137
1593,39.70805,187.4811,False,True,True,True,False,True,True,False,False,4290.116592
1594,62.99453,245.1457,True,True,True,True,True,False,False,True,False,5837.201318
1595,56.82842,267.6427,True,False,True,True,True,True,True,False,False,6012.6506
1596,55.58159,124.9643,False,False,False,False,False,False,False,True,False,4665.934869
1597,1.45460211,192.440432,True,False,True,True,False,False,False,True,False,619.3340158
1598,20.35456039,187.609354,False,False,False,True,True,False,True,False,False,2512.36494
1599,5.84055678,192.470522,True,False,False,False,True,False,False,True,False,780.3612617
1600,10.02202,202.4433,True,False,True,False,True,False,False,True,False,1150.220789
1601,3.857300987,154.975543,True,True,True,True,False,False,True,False,False,1202.670117
1602,4.273105,147.4893,False,False,True,False,False,False,False,False,True,678.2257258
1603,58.33561,159.9656,False,False,True,False,False,False,True,False,False,5503.322362
1604,14.86565,152.4441,False,False,True,True,False,False,True,False,False,2009.785388
1605,3.508552886,220.132293,True,False,False,True,True,False,False,True,False,1014.075999
1606,2.301376,225.1457,True,True,True,True,True,True,True,False,False,1408.898779
1607,7.775144828,242.610632,True,False,True,True,True,False,True,False,False,1713.700682
1608,30.1778,230.1051,True,False,True,True,True,False,False,True,False,2978.208092
1609,50.46332,134.9509,False,False,True,False,False,True,False,True,False,4195.472287
1610,69.22588,257.6549,False,True,True,True,True,False,False,True,False,6516.163879
1611,9.841085026,197.628838,True,False,True,True,True,False,False,False,True,1495.341126
1612,64.51973,275.1336,False,False,True,True,True,False,False,True,False,6016.058199
1613,63.88777,162.5299,False,True,True,False,False,False,False,False,True,5580.693234
1614,50.3835,164.9785,False,True,True,False,True,False,True,False,False,5014.025544
1615,63.5434,277.6375,False,True,True,True,True,True,False,True,False,5991.45754
1616,62.94995,139.9979,False,False,False,False,True,False,False,False,True,5461.005526
1617,71.13694,197.4945,False,True,False,True,False,True,False,True,False,6195.809016
1618,50.7426,207.6386,True,False,False,True,True,False,False,False,True,4865.980872
1619,11.21152941,262.610632,True,False,True,True,True,False,False,True,False,1503.937766
1620,11.34636,105.011,False,False,False,False,False,False,False,False,True,1002.360533
1621,66.62554,140.0049,False,True,False,False,False,False,False,True,False,5715.040053
1622,8.440774,114.9838,False,False,True,False,False,False,False,False,True,839.5696843
1623,16.81532,230.1051,True,False,True,True,True,False,False,True,False,2095.701636
1624,52.07024,92.45514,False,False,False,False,False,True,True,False,False,4611.303594
1625,8.032262,137.4684,True,False,False,True,False,False,False,False,True,975.6560108
1626,49.94733,124.9607,False,False,False,False,False,False,True,False,False,4741.134235
1627,16.12056,214.9663,False,False,True,False,True,True,False,True,False,1772.729252
1628,7.992791229,149.991327,False,False,False,True,False,True,False,False,True,1127.267848
1629,59.74092,117.4858,False,False,False,True,False,False,False,False,True,5218.637314
1630,54.7128,149.9915,False,True,True,False,False,False,False,True,False,4667.397297
1631,55.19347,162.4827,False,True,False,False,True,False,False,True,False,4934.723127
1632,62.97217,165.0113,False,True,True,False,True,False,False,False,True,5676.643658
1633,4.672744,174.9768,False,False,False,True,False,False,True,False,False,1419.012995
1634,14.57312339,134.950905,False,False,True,False,False,True,False,True,False,1329.158978
1635,1.577215,92.45514,False,False,False,False,False,True,True,False,False,575.972228
1636,59.54373,217.4702,False,True,True,False,True,False,False,True,False,5444.825706
1637,64.26648,229.9931,False,True,True,False,True,False,False,True,False,5831.696572
1638,66.27571,169.9928,False,False,False,False,False,True,False,True,False,5709.352717
1639,60.85274,204.9797,False,False,False,False,True,False,False,True,False,5237.251646
1640,4.798977,127.475,False,False,False,False,True,False,False,False,True,746.7953574
1641,4.839337,182.447,False,False,True,False,True,False,False,True,False,833.2996999
1642,61.43691,159.9349,False,False,True,True,False,False,False,True,False,5436.403424
1643,7.114816,117.4835,False,True,False,False,True,False,False,False,True,856.3808128
1644,51.41461,164.9715,False,True,False,True,False,False,True,False,False,5163.16137
1645,9.820011726,159.947583,True,False,False,False,True,False,True,False,False,1596.707755
1646,2.184299,194.9992,True,False,True,False,True,True,False,False,True,701.4431106
1647,7.882710227,127.442069,False,False,False,False,True,False,True,False,False,1244.709018
1648,9.162445307,179.965581,True,False,True,False,False,False,False,True,False,993.6031859
1649,51.23358,129.9621,False,False,False,True,False,False,True,False,False,4994.1983
1650,10.404813,222.649979,True,True,False,True,True,False,False,True,False,1556.108789
1651,54.77909,200.1185,False,False,False,True,True,False,True,False,False,5285.025958
1652,68.22677,187.6094,False,False,False,True,True,False,True,False,False,6570.010431
1653,45.09367,242.6106,True,False,True,True,True,True,True,False,False,4772.225208
1654,10.70081,104.9781,False,False,False,False,False,False,True,False,False,1417.244497
1655,67.77528,210.127,False,True,False,True,True,True,False,True,False,6105.525987
1656,2.553094,164.9785,True,True,True,False,True,False,True,False,False,1258.112414
1657,11.96148946,227.475448,False,False,True,False,True,False,False,True,False,1599.474597
1658,4.526667855,187.49737,False,True,False,False,True,True,True,False,False,1259.528321
1659,45.69588,159.9642,False,False,True,True,False,True,False,False,True,4267.319291
1660,63.90696,252.6378,False,False,False,True,True,False,False,True,False,5978.652711
1661,70.03095,104.9781,False,False,False,False,False,False,True,False,False,6258.956902
1662,56.99989,175.1331,False,False,False,True,True,False,False,False,True,5143.531186
1663,67.72095,130.0064,False,True,False,False,True,False,False,False,True,6013.656205
1664,15.51348,182.4433,True,False,True,False,True,True,True,False,False,2224.378227
1665,11.38099891,137.487242,False,False,False,False,False,False,False,True,False,994.6354785
1666,56.63931,130.0064,False,True,False,False,True,False,False,False,True,4983.295874
1667,13.16571,210.1051,True,False,True,True,True,False,True,False,False,2052.656051
1668,15.12639,197.4725,True,False,True,True,False,False,True,False,False,2025.467869
1669,59.46448,94.97283,False,True,False,False,False,True,True,False,False,5530.990602
1670,57.87473,222.6281,False,False,True,True,True,True,True,False,False,5978.333259
1671,6.526670837,112.484375,False,False,False,False,False,False,False,False,True,640.9334119
1672,12.57273206,204.979684,False,False,False,False,True,False,False,True,False,1348.141984
1673,4.348554,174.9755,False,True,True,True,False,False,False,True,False,815.588724
1674,1.914386255,134.950905,False,False,True,False,False,False,False,True,False,272.9823095
1675,69.59294,190.127,False,True,False,True,True,False,True,False,False,6818.04834
1676,4.46492,242.6143,True,False,True,True,True,False,False,True,False,953.0836423
1677,8.808902,172.4441,True,False,True,True,False,False,False,True,False,1034.993917
1678,6.437878909,200.132293,True,False,False,True,True,False,True,False,False,1537.296207
1679,53.42526,162.4538,False,False,False,True,False,False,True,False,False,5141.95734
1680,7.29973843,172.47417,False,False,False,False,True,True,False,True,False,847.7321161
1681,5.705684,142.4713,False,False,False,True,False,True,True,False,False,1194.656781
1682,68.10386,165.0113,False,True,True,False,True,False,False,False,True,6071.213666
1683,15.97096,152.4742,True,False,False,False,True,False,True,False,False,1993.401196
1684,48.59906,204.961,False,True,True,False,True,False,False,True,False,4486.299295
1685,62.40518,149.9778,False,True,True,False,False,True,False,True,False,5627.401455
1686,6.429025787,167.456419,True,False,True,False,False,False,False,True,False,800.3296612
1687,5.102617,132.4798,False,True,False,True,False,False,True,False,False,1109.204756
1688,6.364903,184.9634,True,False,True,True,False,False,True,False,False,1352.42705
1689,65.02015,222.6609,False,False,True,True,True,True,False,False,True,6076.679824
1690,63.06098,150.0208,False,True,True,False,False,False,False,False,True,5716.051522
1691,10.42906,107.4958,False,True,False,False,False,False,True,False,False,1638.668955
1692,4.945014197,162.482694,False,True,False,False,True,False,False,True,False,792.520824
1693,11.44810825,104.992311,False,True,True,False,False,False,False,False,True,1267.06092
1694,70.51996,139.9568,False,True,False,True,False,False,False,True,False,6123.243244
1695,3.990716,134.9509,False,False,True,False,False,False,False,True,False,411.6028202
1696,42.68533,104.9643,False,False,False,False,False,False,True,False,False,4073.021384
1697,66.80152,265.1283,False,True,True,True,True,True,False,True,False,6209.349746
1698,10.77389,129.9915,True,True,True,False,False,False,True,False,False,1537.645961
1699,3.196943016,275.119794,True,False,True,True,True,False,False,True,False,830.61429
1700,18.13802,172.4624,False,True,False,True,False,False,False,True,False,1791.953298
1701,55.50261,159.9476,False,False,False,False,True,False,True,False,False,5374.949556
1702,15.13225,207.4754,True,False,True,False,True,False,True,False,False,2259.107162
1703,60.78096,210.127,False,True,False,True,True,True,False,True,False,5489.928745
1704,8.360649713,92.455141,False,False,False,False,False,False,True,False,False,1262.21298
1705,66.83431,287.6427,True,False,True,True,True,False,False,True,False,6264.921287
1706,69.54666,159.9349,False,False,True,True,False,False,False,True,False,6101.070814
1707,8.355760951,172.457857,False,False,True,True,False,False,False,True,False,1031.509395
1708,1.652127,179.9476,False,False,False,False,True,True,False,True,False,462.2211376
1709,50.77685,129.9915,False,True,True,False,False,False,True,False,False,4947.825183
1710,57.43476,210.127,False,True,False,True,True,False,False,True,False,5440.228336
1711,58.41511,154.9919,False,True,False,False,True,False,True,False,False,5454.264521
1712,5.792794,129.9621,False,False,False,True,False,True,True,False,False,1110.224942
1713,16.64037206,142.468917,True,True,False,False,True,False,True,False,False,1996.643218
1714,70.31796,144.9607,False,False,False,False,False,False,False,True,False,5877.690105
1715,5.058557,182.4653,True,True,False,False,True,False,False,True,False,831.9762364
1716,64.2498,210.1051,False,False,True,True,True,False,True,False,False,6230.665916
1717,6.86392,104.9781,False,False,False,False,False,True,True,False,False,1128.042592
1718,15.54856,204.9634,False,False,True,True,False,True,False,True,False,1835.681416
1719,54.95441,164.9889,False,True,False,True,False,False,False,True,False,4974.094369
1720,68.29079,172.4579,False,False,True,True,False,False,False,True,False,6001.347694
1721,44.79742,174.9744,False,True,False,False,True,False,True,False,False,4513.977095
1722,60.7303,245.132,False,True,True,True,True,False,False,True,False,5729.627989
1723,50.60484,182.4653,False,True,False,False,True,False,False,True,False,4507.158562
1724,45.16032,149.9776,True,False,False,True,False,False,False,False,True,3859.813737
1725,16.4659765,242.657291,True,False,True,True,True,False,False,False,True,2065.398671
1726,70.87866,204.9797,False,False,False,False,True,False,False,True,False,6198.053982
1727,66.72045,262.6106,True,False,True,True,True,False,False,True,False,6241.530828
1728,60.81561,242.6281,False,False,True,True,True,False,False,True,False,5500.343313
1729,8.542338,159.9476,True,False,False,False,True,False,True,False,False,1497.298277
1730,54.53026,144.9889,False,True,False,True,False,False,True,False,False,5308.935137
1731,14.38025496,182.45383,False,False,False,True,False,False,False,True,False,1365.14372
1732,50.77358,139.9816,False,False,True,True,False,False,False,False,True,4560.745226
1733,9.821119931,139.965008,False,False,False,False,True,True,True,False,False,1566.414462
1734,60.36923,220.1323,False,False,False,True,True,False,False,True,False,5532.984193
1735,1.72479919,174.975543,True,True,True,True,False,False,False,True,False,704.1947645
1736,65.54203,182.4653,False,True,False,False,True,False,False,True,False,5797.697073
1737,68.36641,92.48802,False,False,False,False,False,True,False,False,True,5665.272905
1738,71.39672,117.4392,False,False,False,True,False,False,True,False,False,6403.802048
1739,10.52622,149.9598,False,True,False,False,True,True,False,True,False,1081.123619
1740,60.70855,149.9483,False,False,False,True,False,True,False,True,False,5209.217209
1741,5.623084,222.6281,True,False,True,True,True,True,True,False,False,1685.709392
1742,58.16576,230.1051,False,False,True,True,True,True,False,True,False,5399.224156
1743,4.448953,172.4871,False,False,True,True,False,False,False,False,True,977.9373731
1744,67.12189,179.9476,False,False,False,False,True,False,False,True,False,5714.242038
1745,13.28051861,214.952509,True,False,True,False,True,False,False,True,False,1541.165921
1746,26.15019,134.9509,False,False,True,False,False,True,False,True,False,2320.785912
1747,53.04753,265.1283,False,True,True,True,True,True,False,True,False,5276.196262
1748,7.425503428,220.114868,True,False,False,True,True,False,True,False,False,1740.72604
1749,11.31189,194.9699,False,False,True,False,True,False,False,True,False,1515.642262
1750,52.52919,139.983,False,False,True,False,False,False,True,False,False,4969.898649
1751,57.10479,232.624,True,False,False,True,True,False,True,False,False,5611.83506
1752,64.62378,257.6513,True,True,True,True,True,False,True,False,False,6689.478561
1753,56.24277,242.6281,False,False,True,True,True,True,False,True,False,5301.12684
1754,7.837878,230.1051,False,False,True,True,True,False,False,True,False,1152.27854
1755,51.22671,104.9643,False,False,False,False,False,True,True,False,False,4610.805566
1756,3.113737885,92.488023,False,False,False,False,False,False,False,False,True,278.5411418
1757,54.62225,104.9629,False,False,False,True,False,False,False,False,True,4828.23036
1758,55.81582,167.4564,False,False,True,False,False,False,False,True,False,4745.339554
1759,63.06198,262.6106,False,False,True,True,True,False,False,True,False,5705.273815
1760,71.52133,192.4705,False,False,False,False,True,False,False,True,False,6185.77752
1761,54.07581,172.5104,False,True,False,False,False,True,False,True,False,4893.437646
1762,70.08722,149.9598,False,True,False,False,True,False,False,True,False,6318.942793
1763,63.52797,207.6094,False,False,False,True,True,False,False,True,False,5768.104658
1764,11.38469,275.1336,True,False,True,True,True,False,False,True,False,1731.015044
1765,61.9089,235.1591,False,True,False,True,True,False,False,True,False,5674.248741
1766,5.506476096,95.019486,False,True,False,False,False,False,False,False,True,794.8748353
1767,51.27317,159.9476,False,False,False,False,True,False,True,False,False,4927.165029
1768,18.81607435,194.952509,True,False,True,False,True,False,True,False,False,2346.894471
1769,47.77439,159.9476,False,False,False,False,True,False,True,False,False,4696.771589
1770,63.22024,220.1149,False,False,False,True,True,False,True,False,False,6172.045881
1771,64.9788,212.6415,False,False,False,True,True,False,True,False,False,6205.78959
1772,42.31228,192.4404,False,False,True,True,False,False,False,True,False,3894.441976
1773,5.802984,159.9794,False,False,True,False,False,False,True,False,False,1163.473611
1774,66.65664,105.011,False,False,False,False,False,True,False,False,True,5616.475997
1775,57.54902,255.1336,False,False,True,True,True,False,True,False,False,5971.138391
1776,62.6093,169.9378,False,False,True,False,True,False,False,True,False,5626.093885
1777,49.80587,172.4441,False,False,True,True,False,True,False,True,False,4343.616747
1778,11.7391369,142.485486,False,True,True,True,False,False,False,False,True,1335.902829
1779,4.448210386,104.962874,False,False,False,True,False,False,False,False,True,691.4493988
1780,60.6238,127.4738,False,False,True,False,False,False,True,False,False,5450.67953
1781,67.14449,179.9476,False,False,False,False,True,True,False,True,False,5687.54248
1782,61.61486,124.9781,False,False,False,False,False,False,False,True,False,5394.861435
1783,3.263347,149.9778,False,True,True,False,False,False,False,True,False,659.0331885
1784,52.95508,235.1884,False,True,False,True,True,False,False,False,True,4979.327874
1785,63.40014,114.9976,False,False,True,False,False,False,False,False,True,5574.461345
1786,12.14985,149.9598,False,True,False,False,True,False,False,True,False,1147.311353
1787,4.01663,147.4421,False,False,False,False,True,True,False,True,False,734.4252105
1788,57.77873,164.9715,False,True,False,True,False,False,True,False,False,5579.15458
1789,6.471903209,137.439154,False,False,False,True,False,True,False,True,False,644.2789946
1790,5.368306,182.4538,False,False,False,True,False,False,False,True,False,772.3849869
1791,64.39242,245.147,False,False,False,True,True,True,True,False,False,6353.557295
1792,70.50302,137.4686,False,True,True,False,False,False,False,True,False,6057.265464
1793,67.56096,92.5018,False,False,False,False,False,True,False,False,True,5664.025426
1794,62.83882,204.9496,False,False,True,True,False,True,False,True,False,5536.041298
1795,49.57035,240.1149,False,False,False,True,True,False,False,True,False,4492.694472
1796,2.213342,265.147,True,False,False,True,True,False,False,True,False,1018.286618
1797,14.08939653,210.12704,False,True,False,True,True,True,False,True,False,1713.178075
1798,3.062161,164.9715,False,True,False,True,False,True,True,False,False,1043.339074
1799,8.920338,102.4746,False,False,True,False,False,False,False,False,True,1003.68472
1800,8.16762508,142.499263,True,True,True,True,False,False,False,False,True,1148.911745
1801,69.80788,277.6375,False,True,True,True,True,False,False,True,False,6548.654854
1802,9.915959247,114.997564,False,False,True,False,False,False,False,False,True,1079.012505
1803,55.13723,137.4872,False,False,False,False,False,True,False,True,False,4676.604059
1804,69.21008,204.9797,False,False,False,False,True,False,False,True,False,6015.112937
1805,56.73689,149.9621,False,False,False,True,False,False,False,True,False,5006.557282
1806,46.55404,220.1185,True,False,False,True,True,False,False,True,False,4194.186085
1807,14.07058,200.1185,False,False,False,True,True,False,True,False,False,2079.326294
1808,14.55246,119.9897,True,True,False,True,False,False,False,False,True,1439.519609
1809,10.13181,207.4754,True,False,True,False,True,True,True,False,False,1738.461046
1810,22.11524673,172.456745,False,False,False,False,True,True,True,False,False,2496.770215
1811,71.53791,162.4538,False,False,False,True,False,False,True,False,False,6766.152872
1812,11.00764,184.961,False,True,True,False,True,False,True,False,False,1835.301769
1813,3.857792,152.4624,False,True,False,True,False,True,True,False,False,1238.459696
1814,56.37072,172.4579,False,False,True,True,False,False,False,True,False,5013.653883
1815,22.39748,187.6422,True,False,False,True,True,False,False,False,True,2429.237651
1816,65.42546,139.9816,False,False,True,True,False,False,False,False,True,5640.828106
1817,69.18745,149.989,False,True,False,False,True,False,False,False,True,6013.704356
1818,68.24302,187.4847,False,True,True,True,False,False,False,True,False,6056.563368
1819,11.42868,114.9509,False,False,True,False,False,False,True,False,False,1510.913118
1820,57.84605,127.4601,False,False,True,False,False,False,True,False,False,5634.748909
1821,2.188918771,192.470522,True,False,False,False,True,False,False,True,False,409.7486664
1822,61.51035,227.4754,False,False,True,False,True,False,False,True,False,5684.35373
1823,64.46737,190.1737,False,True,False,True,True,False,False,False,True,6200.818914
1824,71.53607,127.4738,False,False,True,False,False,False,True,False,False,6835.30081
1825,66.54637,152.4555,False,True,True,False,True,False,True,False,False,6256.189224
1826,5.003409,197.6288,True,False,True,True,True,False,False,False,True,1106.910603
1827,12.05316,212.6415,False,False,False,True,True,False,True,False,False,1875.734695
1828,56.3245,134.9801,False,False,True,False,False,False,False,False,True,4701.222329
1829,12.51401968,187.609354,True,False,False,True,True,False,True,False,False,1848.378413
1830,70.32865,119.9568,False,True,False,True,False,False,True,False,False,6581.526436
1831,48.24454,242.6143,False,False,True,True,True,False,False,True,False,4647.63715
1832,10.7668,204.9797,True,False,False,False,True,False,False,True,False,1412.381474
1833,61.63974,197.4702,True,True,True,False,True,False,True,False,False,5869.727078
1834,9.688639,207.6094,False,False,False,True,True,False,False,True,False,1409.932665
1835,49.95803,172.4579,False,False,True,True,False,False,False,True,False,4543.825133
1836,44.94292,175.0062,False,True,True,False,False,False,True,False,False,4594.301628
1837,59.67012,194.9663,False,False,True,False,True,True,True,False,False,5673.339564
1838,68.76753,115.0021,False,True,False,False,False,False,False,False,True,5762.602883
1839,15.37394197,130.006414,False,True,False,False,True,False,False,False,True,1829.923575
1840,47.59384,137.4686,False,True,True,False,False,True,False,True,False,3992.381842
1841,44.0309,127.4421,False,False,False,False,True,True,True,False,False,4363.988222
1842,9.312734,152.509,False,True,False,True,False,True,False,False,True,1332.850025
1843,65.25094,212.6415,False,False,False,True,True,False,True,False,False,6236.771039
1844,63.3179,152.4624,False,True,False,True,False,False,True,False,False,6209.831863
1845,27.96096319,159.994242,False,False,False,False,True,True,False,False,True,2687.9401
1846,4.171044392,120.004928,False,True,False,False,False,True,True,False,False,991.2441024
1847,64.16811,142.4713,False,False,False,True,False,False,True,False,False,6028.840796
1848,3.663316236,127.511223,False,True,False,False,False,False,False,False,True,408.200312
1849,65.26459,222.6143,False,False,True,True,True,False,True,False,False,6280.796851
1850,13.33556,179.9476,False,False,False,False,True,False,False,True,False,1372.679029
1851,66.61075,147.4421,False,False,False,False,True,False,False,True,False,5828.46448
1852,5.494536,200.1323,True,False,False,True,True,False,True,False,False,1432.922873
1853,60.18407,149.9707,False,False,True,False,True,False,False,False,True,5173.091219
1854,50.48601,182.4538,False,False,False,True,False,False,False,True,False,4460.120921
1855,63.10868,219.9902,False,True,True,True,False,True,False,True,False,5661.364423
1856,5.873359501,127.442069,False,False,False,False,True,True,True,False,False,1160.756141
1857,60.52991,194.9768,False,False,False,True,False,False,False,True,False,5214.429658
1858,62.25655,114.9728,False,True,False,False,False,False,False,True,False,5283.978779
1859,49.22913,265.147,True,False,False,True,True,False,False,True,False,4794.822207
1860,14.51274009,164.971516,False,True,False,True,False,False,True,False,False,2029.905606
1861,60.9855,117.5152,False,True,True,False,False,True,False,False,True,5356.414043
1862,2.011058,162.4653,True,True,False,False,True,False,True,False,False,956.6535443
1863,71.95713,222.6362,False,True,False,True,True,False,False,True,False,6493.121834
1864,15.42700763,152.479779,False,True,False,True,False,False,False,True,False,1930.805216
1865,13.03099332,149.984492,False,False,True,False,True,False,False,False,True,1559.824693
1866,52.00223,172.4555,False,True,True,False,True,False,False,True,False,4695.750395
1867,17.29281,172.4885,False,False,True,False,False,True,True,False,False,2120.765903
1868,71.23043,159.983,False,False,True,False,False,False,False,True,False,6059.960875
1869,12.60420397,242.61428,True,False,True,True,True,True,False,True,False,1809.863378
1870,67.50379,157.4698,False,False,False,False,False,False,False,True,False,5730.433744
1871,13.47613,172.4885,True,False,True,False,False,False,True,False,False,1838.415776
1872,17.12047934,139.934918,False,False,True,True,False,False,True,False,False,2275.16632
1873,9.873117,235.1555,True,True,False,True,True,False,True,False,False,1967.928007
1874,13.01107597,240.114868,True,False,False,True,True,False,False,True,False,1664.19271
