,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
381,30,13,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0
382,67,149,43,54,53,400,1127,226,17,0,0,0,0,0,0,0,0
383,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,78,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,16,258,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,348,1046,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,17,102,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
389,24,503,245,409,1515,0,0,0,0,0,0,0,0,0,0,0,0
390,1132,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,276,99,112,31,20,421,0,0,0,0,0,0,0,0,0,0,0
393,82,174,133,263,179,14,1,211,16,1,26,0,0,0,0,0,0
394,393,10,8,157,56,924,1,190,500,498,7,394,291,0,0,0,0
395,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,127,490,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,34,74,25,95,5,8,0,0,0,0,0,0,0,0,0,0,0
398,56,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,129,584,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,136,61,130,620,90,149,1197,1198,228,1199,36,149,81,0,0,0,0
401,167,473,993,9,91,401,230,994,191,54,82,97,63,82,339,995,0
402,1120,608,29,558,0,0,0,0,0,0,0,0,0,0,0,0,0
403,569,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,10,8,142,21,14,7,29,211,478,211,14,7,29,0,0,0,0
405,104,1061,114,185,586,46,316,1062,269,162,0,0,0,0,0,0,0
406,1430,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,41,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,34,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,591,383,1527,1528,95,58,347,0,0,0,0,0,0,0,0,0,0
411,196,1,217,251,0,0,0,0,0,0,0,0,0,0,0,0,0
412,1,479,109,351,338,0,0,0,0,0,0,0,0,0,0,0,0
413,216,1562,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,5,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,892,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,4,18,218,4,11,77,1,0,0,0,0,0,0,0,0,0,0
417,2,86,337,891,0,0,0,0,0,0,0,0,0,0,0,0,0
418,167,7,5,19,3,58,0,0,0,0,0,0,0,0,0,0,0
419,154,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,124,6,747,145,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1437,14,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,1517,51,1518,50,665,286,0,0,0,0,0,0,0,0,0,0,0
425,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,165,2,144,92,331,28,59,62,82,134,51,332,0,0,0,0,0
427,86,1002,1003,15,30,73,0,0,0,0,0,0,0,0,0,0,0
428,74,173,1280,312,0,0,0,0,0,0,0,0,0,0,0,0,0
429,948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,25,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,1052,581,185,582,0,0,0,0,0,0,0,0,0,0,0,0,0
432,34,1,468,16,98,121,0,0,0,0,0,0,0,0,0,0,0
433,638,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,4,18,218,4,467,0,0,0,0,0,0,0,0,0,0,0,0
435,27,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,387,899,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,10,8,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2,130,208,65,0,0,0,0,0,0,0,0,0,0,0,0,0
439,782,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,1082,303,1083,78,32,240,1084,0,0,0,0,0,0,0,0,0,0
441,824,26,53,152,510,133,825,0,0,0,0,0,0,0,0,0,0
442,262,25,585,1060,200,75,205,26,0,0,0,0,0,0,0,0,0
443,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,92,3,5,840,0,0,0,0,0,0,0,0,0,0,0,0,0
445,96,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,718,262,263,137,447,141,719,720,721,327,722,448,0,0,0,0,0
447,367,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,3,1472,1473,40,540,663,230,224,249,0,0,0,0,0,0,0,0
449,398,27,29,1128,1129,0,0,0,0,0,0,0,0,0,0,0,0
450,885,538,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
451,144,1048,386,580,1,331,1049,1050,0,0,0,0,0,0,0,0,0
452,50,9,1417,115,58,59,0,0,0,0,0,0,0,0,0,0,0
453,105,73,723,22,328,0,0,0,0,0,0,0,0,0,0,0,0
454,125,1424,141,140,1425,1426,20,228,3,63,627,2,0,0,0,0,0
455,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,3,157,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0
458,533,13,534,322,197,535,0,0,0,0,0,0,0,0,0,0,0
459,261,146,537,615,232,1463,425,659,0,0,0,0,0,0,0,0,0
460,159,40,1550,303,6,0,0,0,0,0,0,0,0,0,0,0,0
461,63,503,804,27,165,276,805,75,806,807,81,808,0,0,0,0,0
462,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,370,362,949,950,129,0,0,0,0,0,0,0,0,0,0,0,0
464,15,17,206,237,0,0,0,0,0,0,0,0,0,0,0,0,0
465,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,1556,1557,121,25,1558,14,0,0,0,0,0,0,0,0,0,0,0
467,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,884,28,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
470,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,836,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,54,134,1,61,51,11,28,0,0,0,0,0,0,0,0,0,0
473,2,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,302,552,425,426,1316,1317,643,600,1318,1319,9,644,427,645,0,0,0
475,987,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,56,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,1,272,250,216,499,796,797,798,799,500,1,54,0,0,0,0,0
478,37,24,349,88,0,0,0,0,0,0,0,0,0,0,0,0,0
479,48,319,186,66,0,0,0,0,0,0,0,0,0,0,0,0,0
480,173,46,838,377,17,505,839,368,0,0,0,0,0,0,0,0,0
481,111,122,47,111,0,0,0,0,0,0,0,0,0,0,0,0,0
482,42,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,1,404,12,67,43,623,0,0,0,0,0,0,0,0,0,0,0
485,108,1130,3,58,10,8,234,1131,42,0,0,0,0,0,0,0,0
486,277,1099,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,346,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,9,615,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,90,24,20,1563,246,416,13,295,0,0,0,0,0,0,0,0,0
490,1,20,375,957,0,0,0,0,0,0,0,0,0,0,0,0,0
491,28,1,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,640,1408,1409,1410,650,19,40,0,0,0,0,0,0,0,0,0,0
493,25,213,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0
494,24,105,365,308,17,0,0,0,0,0,0,0,0,0,0,0,0
495,474,81,350,313,86,757,92,15,0,0,0,0,0,0,0,0,0
496,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1143,113,8,10,1144,169,1145,1146,3,387,342,1147,1148,0,0,0,0
498,54,61,71,242,48,83,0,0,0,0,0,0,0,0,0,0,0
499,247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1434,1435,121,25,231,0,0,0,0,0,0,0,0,0,0,0,0
501,1,200,156,160,1,0,0,0,0,0,0,0,0,0,0,0,0
502,802,151,91,14,57,174,18,0,0,0,0,0,0,0,0,0,0
503,1276,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,1020,65,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
506,162,119,1,14,696,697,0,0,0,0,0,0,0,0,0,0,0
507,115,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,1155,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1352,4,19,156,0,0,0,0,0,0,0,0,0,0,0,0,0
510,9,16,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,257,856,359,1,857,0,0,0,0,0,0,0,0,0,0,0,0
512,85,94,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,46,1033,388,135,1034,407,252,436,1035,1036,566,256,1037,0,0,0,0
514,1214,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,64,421,87,31,0,0,0,0,0,0,0,0,0,0,0,0,0
516,1,179,241,105,662,589,1,0,0,0,0,0,0,0,0,0,0
517,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,113,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,569,152,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,549,20,149,4,409,0,0,0,0,0,0,0,0,0,0,0,0
521,155,47,519,541,890,0,0,0,0,0,0,0,0,0,0,0,0
522,783,487,360,7,361,0,0,0,0,0,0,0,0,0,0,0,0
523,62,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,5,8,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,285,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,152,301,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,130,28,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
529,5,37,113,22,0,0,0,0,0,0,0,0,0,0,0,0,0
530,145,223,874,875,0,0,0,0,0,0,0,0,0,0,0,0,0
531,5,646,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,366,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,7,4,2,3,340,780,359,781,0,0,0,0,0,0,0,0,0
535,138,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,446,150,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,83,712,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,524,109,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,60,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,92,17,103,1407,232,0,0,0,0,0,0,0,0,0,0,0,0
542,20,253,129,52,1397,1,26,0,0,0,0,0,0,0,0,0,0
543,95,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,103,55,69,19,378,49,69,408,1059,8,10,491,0,0,0,0,0
545,5,9,77,25,272,0,0,0,0,0,0,0,0,0,0,0,0
546,85,174,314,3,159,243,0,0,0,0,0,0,0,0,0,0,0
547,28,32,1543,384,320,0,0,0,0,0,0,0,0,0,0,0,0
548,97,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,341,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,26,13,631,62,290,1477,236,246,0,0,0,0,0,0,0,0,0
551,38,12,621,309,367,561,7,255,86,310,45,1200,0,0,0,0,0
552,6,153,143,24,75,195,656,55,411,3,1447,14,0,0,0,0,0
553,50,1,373,1308,1309,143,0,0,0,0,0,0,0,0,0,0,0
554,4,73,70,411,98,42,1277,9,0,0,0,0,0,0,0,0,0
555,1075,277,1076,1077,224,1078,1079,0,0,0,0,0,0,0,0,0,0
556,252,1367,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0
557,15,16,1335,11,51,1336,646,1337,107,1338,0,0,0,0,0,0,0
558,382,6,40,3,483,929,0,0,0,0,0,0,0,0,0,0,0
559,50,156,66,1,97,293,3,1443,0,0,0,0,0,0,0,0,0
560,17,23,37,184,0,0,0,0,0,0,0,0,0,0,0,0,0
561,28,45,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,5,6,12,62,0,0,0,0,0,0,0,0,0,0,0,0,0
563,56,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,126,481,476,158,1114,356,1115,512,194,0,0,0,0,0,0,0,0
565,382,70,233,155,77,12,963,89,6,0,0,0,0,0,0,0,0
566,970,1,64,9,72,971,290,370,0,0,0,0,0,0,0,0,0
567,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,28,898,121,198,0,0,0,0,0,0,0,0,0,0,0,0,0
569,967,35,13,968,179,560,13,78,13,0,0,0,0,0,0,0,0
570,23,289,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,32,203,166,1251,599,4,0,0,0,0,0,0,0,0,0,0,0
572,2,6,272,209,0,0,0,0,0,0,0,0,0,0,0,0,0
573,158,36,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,64,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,67,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,716,104,445,139,29,446,1,61,71,0,0,0,0,0,0,0,0
577,606,1116,10,1117,13,607,1118,10,80,238,0,0,0,0,0,0,0
578,182,357,42,42,635,11,608,304,0,0,0,0,0,0,0,0,0
579,76,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,145,60,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,450,451,726,452,264,0,0,0,0,0,0,0,0,0,0,0,0
583,147,449,1248,182,1249,13,0,0,0,0,0,0,0,0,0,0,0
584,21,878,879,1,15,0,0,0,0,0,0,0,0,0,0,0,0
585,26,832,833,518,148,0,0,0,0,0,0,0,0,0,0,0,0
586,50,61,550,55,0,0,0,0,0,0,0,0,0,0,0,0,0
587,6,698,93,18,699,13,700,0,0,0,0,0,0,0,0,0,0
588,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,76,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,28,124,68,125,748,11,16,28,8,749,12,344,86,0,0,0,0
591,197,1286,390,1287,53,54,0,0,0,0,0,0,0,0,0,0,0
592,385,543,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1,35,110,2,88,46,424,193,0,0,0,0,0,0,0,0,0
594,244,36,11,43,157,38,1119,0,0,0,0,0,0,0,0,0,0
595,447,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,18,140,513,514,188,1,0,0,0,0,0,0,0,0,0,0,0
597,80,1278,141,5,266,140,0,0,0,0,0,0,0,0,0,0,0
598,57,92,53,955,10,956,7,0,0,0,0,0,0,0,0,0,0
599,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,16,773,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,17,413,226,3,278,0,0,0,0,0,0,0,0,0,0,0,0
602,94,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,153,1,376,837,0,0,0,0,0,0,0,0,0,0,0,0,0
604,40,52,292,120,160,43,0,0,0,0,0,0,0,0,0,0,0
605,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,244,161,239,1343,7,17,152,13,0,0,0,0,0,0,0,0,0
608,53,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,628,26,1391,651,189,176,39,1392,1393,306,264,0,0,0,0,0,0
611,530,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,77,3,126,544,0,0,0,0,0,0,0,0,0,0,0,0,0
613,17,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,450,502,217,24,803,0,0,0,0,0,0,0,0,0,0,0,0
615,563,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,22,115,21,6,17,102,23,0,0,0,0,0,0,0,0,0,0
617,16,121,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,57,1564,1565,624,1566,1567,0,0,0,0,0,0,0,0,0,0,0
619,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,14,1289,147,322,152,95,12,0,0,0,0,0,0,0,0,0,0
621,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,134,201,133,29,492,170,3,363,160,0,0,0,0,0,0,0,0
623,1250,181,10,8,99,0,0,0,0,0,0,0,0,0,0,0,0
624,2,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,423,425,53,397,68,0,0,0,0,0,0,0,0,0,0,0,0
626,135,70,318,687,688,53,20,319,0,0,0,0,0,0,0,0,0
627,1346,5,326,47,1347,0,0,0,0,0,0,0,0,0,0,0,0
628,330,1093,10,80,119,113,46,407,0,0,0,0,0,0,0,0,0
629,161,123,166,61,87,14,0,0,0,0,0,0,0,0,0,0,0
630,21,6,299,59,0,0,0,0,0,0,0,0,0,0,0,0,0
631,176,817,177,818,18,371,819,334,178,0,0,0,0,0,0,0,0
632,423,61,65,3,48,610,605,230,133,192,661,29,127,548,121,0,0
633,60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,5,326,24,27,1,717,0,0,0,0,0,0,0,0,0,0,0
635,140,75,137,18,0,0,0,0,0,0,0,0,0,0,0,0,0
636,35,58,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,578,1522,571,27,100,667,0,0,0,0,0,0,0,0,0,0,0
638,51,9,135,146,401,7,0,0,0,0,0,0,0,0,0,0,0
639,171,10,793,794,18,795,497,4,12,12,11,4,2,0,0,0,0
640,15,261,12,62,0,0,0,0,0,0,0,0,0,0,0,0,0
641,1032,20,2,52,119,406,259,2,0,0,0,0,0,0,0,0,0
642,775,213,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,871,271,33,872,385,23,15,0,0,0,0,0,0,0,0,0,0
644,21,217,234,621,1,559,657,0,0,0,0,0,0,0,0,0,0
645,20,421,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,45,97,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0
647,528,49,515,248,0,0,0,0,0,0,0,0,0,0,0,0,0
648,250,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,3,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,54,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,114,354,422,460,1526,412,96,0,0,0,0,0,0,0,0,0,0
655,336,1156,151,1157,307,1158,597,0,0,0,0,0,0,0,0,0,0
656,9,82,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,171,62,545,347,0,0,0,0,0,0,0,0,0,0,0,0,0
658,84,561,29,69,9,72,69,222,0,0,0,0,0,0,0,0,0
659,26,37,17,206,419,0,0,0,0,0,0,0,0,0,0,0,0
660,125,116,361,166,87,472,0,0,0,0,0,0,0,0,0,0,0
661,12,1261,368,252,33,173,0,0,0,0,0,0,0,0,0,0,0
662,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,223,257,229,91,13,0,0,0,0,0,0,0,0,0,0,0,0
664,641,9,245,616,65,407,0,0,0,0,0,0,0,0,0,0,0
665,5,408,1040,579,0,0,0,0,0,0,0,0,0,0,0,0,0
666,591,1,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0
667,37,38,2,123,87,14,0,0,0,0,0,0,0,0,0,0,0
668,2,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,582,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,30,1545,13,1546,24,46,136,54,10,42,1547,13,1548,0,0,0,0
672,684,194,132,27,685,69,686,17,82,0,0,0,0,0,0,0,0
673,23,507,184,201,623,66,1,260,202,286,0,0,0,0,0,0,0
674,64,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,285,31,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,67,1,186,181,1194,186,328,67,43,1195,0,0,0,0,0,0,0
677,426,350,15,1478,8,12,282,533,343,1479,1480,1481,6,0,0,0,0
678,1029,151,124,11,28,187,0,0,0,0,0,0,0,0,0,0,0
679,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,1273,307,635,454,0,0,0,0,0,0,0,0,0,0,0,0,0
681,24,55,306,567,1,0,0,0,0,0,0,0,0,0,0,0,0
682,132,78,430,313,91,668,0,0,0,0,0,0,0,0,0,0,0
683,20,148,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
684,269,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,50,14,689,438,253,690,0,0,0,0,0,0,0,0,0,0,0
686,21,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,50,1485,1486,39,0,0,0,0,0,0,0,0,0,0,0,0,0
688,376,164,126,395,1,47,1320,311,1321,1322,1323,0,0,0,0,0,0
689,6,210,8,637,181,0,0,0,0,0,0,0,0,0,0,0,0
690,114,13,577,183,246,11,97,372,11,0,0,0,0,0,0,0,0
691,109,834,835,435,0,0,0,0,0,0,0,0,0,0,0,0,0
692,34,2,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,5,6,516,187,0,0,0,0,0,0,0,0,0,0,0,0,0
694,2,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,593,1224,5,8,44,32,85,303,0,0,0,0,0,0,0,0,0
696,25,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,235,236,25,48,193,0,0,0,0,0,0,0,0,0,0,0,0
698,95,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,3,598,619,1192,61,191,291,66,1,9,1193,22,0,0,0,0,0
700,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,48,137,44,80,666,157,1516,0,0,0,0,0,0,0,0,0,0
703,134,432,134,672,249,673,674,250,11,11,0,0,0,0,0,0,0
704,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,1,51,531,2,0,0,0,0,0,0,0,0,0,0,0,0,0
706,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,111,235,1394,18,228,1395,1396,0,0,0,0,0,0,0,0,0,0
708,91,305,50,36,156,1,89,2,0,0,0,0,0,0,0,0,0
709,196,16,28,112,31,1344,0,0,0,0,0,0,0,0,0,0,0
710,1387,4,79,1388,0,0,0,0,0,0,0,0,0,0,0,0,0
711,267,286,1140,1141,238,344,14,0,0,0,0,0,0,0,0,0,0
712,5,849,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,37,203,204,4,2,1358,255,186,1359,642,1360,1,383,1361,10,13,78
714,51,228,156,918,103,55,98,42,0,0,0,0,0,0,0,0,0
715,1402,62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,25,5,68,386,28,215,7,43,0,0,0,0,0,0,0,0,0
717,1,95,200,120,449,26,0,0,0,0,0,0,0,0,0,0,0
718,827,127,828,829,354,830,137,329,40,499,372,0,0,0,0,0,0
719,404,546,1024,17,1025,289,1026,8,571,0,0,0,0,0,0,0,0
720,24,30,304,1259,328,123,40,19,125,78,0,0,0,0,0,0,0
721,601,1095,1096,1097,128,254,327,0,0,0,0,0,0,0,0,0,0
722,154,562,6,980,4,12,0,0,0,0,0,0,0,0,0,0,0
723,7,4,784,785,0,0,0,0,0,0,0,0,0,0,0,0,0
724,485,1105,39,604,240,0,0,0,0,0,0,0,0,0,0,0,0
725,279,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,75,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,220,17,23,1,36,1183,0,0,0,0,0,0,0,0,0,0,0
728,127,8,148,1164,139,29,0,0,0,0,0,0,0,0,0,0,0
729,49,30,136,7,49,443,150,19,1297,71,0,0,0,0,0,0,0
730,517,374,220,5,1,41,0,0,0,0,0,0,0,0,0,0,0
731,22,3,5,208,209,3,5,59,0,0,0,0,0,0,0,0,0
732,10,5,378,163,985,162,0,0,0,0,0,0,0,0,0,0,0
733,22,3,2,298,0,0,0,0,0,0,0,0,0,0,0,0,0
734,382,383,869,367,92,38,325,40,54,0,0,0,0,0,0,0,0
735,38,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,5,57,3,30,273,126,13,0,0,0,0,0,0,0,0,0,0
737,1240,154,627,475,116,3,63,628,1241,1242,3,1243,0,0,0,0,0
738,373,458,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,813,814,815,509,11,136,369,2,0,0,0,0,0,0,0,0,0
740,9,146,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,90,239,145,576,577,1030,12,75,74,8,21,74,1,0,0,0,0
742,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,52,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,489,3,357,139,362,786,362,787,0,0,0,0,0,0,0,0,0
745,35,18,96,524,18,17,860,14,0,0,0,0,0,0,0,0,0
746,417,113,8,661,517,374,10,111,0,0,0,0,0,0,0,0,0
747,33,15,122,5,130,0,0,0,0,0,0,0,0,0,0,0,0
748,92,269,11,199,82,574,1,0,0,0,0,0,0,0,0,0,0
749,151,880,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,1174,20,131,1175,0,0,0,0,0,0,0,0,0,0,0,0,0
751,54,118,150,9,17,493,1021,570,0,0,0,0,0,0,0,0,0
752,58,330,11,445,10,8,142,0,0,0,0,0,0,0,0,0,0
753,1,1325,169,44,1326,1327,1,1328,130,0,0,0,0,0,0,0,0
754,5,37,38,192,26,559,965,966,202,0,0,0,0,0,0,0,0
755,47,2,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,272,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,180,104,990,16,991,66,1,40,57,566,3,25,64,31,0,0,0
759,178,57,1,4,172,18,0,0,0,0,0,0,0,0,0,0,0
760,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,184,1306,83,221,188,0,0,0,0,0,0,0,0,0,0,0,0
